feedback_id,user_id,session_id,message_id,reported_at,negative_rating,category,additional_info
615d5d1b-9c76-4c0f-abd2-2164a04aa39a,d9d9e9e1-f3e5-4412-9a87-34a826de2781,,d86da4a4-4ae1-416d-b04a-ca74219b8b0b,2026-02-03 21:34:34.691+00,true,Didn't work,"{""badges"":[""Didn't work"",""Wrong result""],""comment"":""As a user I said \""now open the first results\"" after opening a search \""Research some good recipes for French cuisine in a new tab\""\n\nAnd then the AI response duplicated the search page instead of opening the first result"",""include_context"":true,""contact_me"":false}"
2b8e2c27-ce95-4500-ad65-7d8a8dc1a729,d9d9e9e1-f3e5-4412-9a87-34a826de2781,,03a459a9-b58b-443b-9313-c1263c12403d,2026-02-03 20:18:19.031+00,true,Didn't work,"{""badges"":[""Didn't work"",""Wrong result""],""comment"":""User input: \""can you add my Kahana Blogs Google Doc (a current open tab) to the \""events\"" tab group\""\n\nOutcome was that the system added my currently open tab, not the tab specified in the user query"",""include_context"":true,""contact_me"":true}"
7806ce18-bab8-44e9-9469-7cd640d08480,d9d9e9e1-f3e5-4412-9a87-34a826de2781,,28cc12fe-99ac-4bf5-bce2-9099b407ab1d,2026-02-03 18:25:46.981+00,true,Didn't work,"{""badges"":[""Didn't work""],""comment"":""User input: create a tab group called \""Events\""\nAI output: Error: Error: Lambda 502 Internal Server Error"",""include_context"":true,""contact_me"":true}"
dc214739-8c9d-4471-ad5d-19c3218badc8,d9d9e9e1-f3e5-4412-9a87-34a826de2781,,8cbe6b00-f2a3-4293-9fe4-85526d622678,2026-02-02 21:43:20.222+00,true,Wrong result,"{""badges"":[""Wrong result"",""Suggestion""],""comment"":""User input: \""Splitview tabs 1 and 2\""\nAI output: \""I have split tabs 1 and 2 into a side-by-side view. The tabs are \""New Tab\"" and \""Crowdsourced Dynasty Resources - KeepTradeCut\"".\""\n\nThe system correctly interpreted my command, however, it did not use the \""Native Splitview Command\"" (see Sprint 12)"",""include_context"":true,""contact_me"":false}"
b5303aff-898f-48b8-88e9-16fd4236806d,d9d9e9e1-f3e5-4412-9a87-34a826de2781,,d7a072b8-e17e-4f27-8ff6-f07288f6b321,2026-02-02 21:13:45.769+00,true,Didn't work,"{""badges"":[""Didn't work"",""Wrong result""],""comment"":""User input: Add the YouTube Scripts google doc into it as well\nAI output: Okay, I've added the YouTube Scripts Google Doc to the \""YouTube Videos\"" tab group.\n\nHowever, the platform did not actually do this."",""include_context"":true,""contact_me"":false}"
75edc3ba-26fb-45ba-8bd0-bb96766b16e5,d9d9e9e1-f3e5-4412-9a87-34a826de2781,,3083b635-8222-4683-8363-84a0b6061095,2026-02-02 21:12:06.585+00,false,Helpful,"{""badges"":[],""comment"":"""",""include_context"":true,""contact_me"":false}"
9df9bf24-9d02-4134-98f3-fd2ca05171c5,d9d9e9e1-f3e5-4412-9a87-34a826de2781,,0410df4f-4b24-4baa-a924-340d00416161,2026-02-02 18:50:18.605+00,true,Confusing,"{""badges"":[""Confusing"",""Wrong result"",""Didn't work""],""comment"":""I expected to be able to use an ai command to visualize tabs with a \""splitview\"" as referenced in Sprint 12"",""include_context"":true,""contact_me"":true}"
caf31717-1c72-4305-9079-3959fa661280,d9d9e9e1-f3e5-4412-9a87-34a826de2781,,027642a1-c1e6-42cd-8595-73fd8e76a871,2026-02-02 16:24:22.493+00,true,Didn't work,"{""badges"":[""Didn't work""],""comment"":""User: \""add the keeptradecut tab to my Sports tab group\""\n\nAI response: \""Okay, I've added the KeepTradeCut tab to your \""sports\"" tab group.\n\nHowever, it didn't actually do this"",""include_context"":true,""contact_me"":true}"
ac63a121-4d9e-464f-b15b-717f6404e808,d9d9e9e1-f3e5-4412-9a87-34a826de2781,,865ddc12-25b6-4e66-88cf-03ce80b4f56f,2026-02-02 16:17:52.691+00,false,Helpful,"{""badges"":[],""comment"":"""",""include_context"":true,""contact_me"":false}"
9946c654-fb6c-4db7-ac59-fc2fbb3d37d9,bf8733a4-8a2e-44fa-b530-3bd5dcc0847d,,e5e853bd-0cea-44a3-aa0f-daf53cfc0eb4,2026-01-29 00:33:53.574+00,false,Helpful,"{""badges"":[],""comment"":"""",""include_context"":true,""contact_me"":false}"
20e12b1a-849a-41bd-98fa-eb2f0eccb7b6,bf8733a4-8a2e-44fa-b530-3bd5dcc0847d,,273ab4ef-8602-4d8b-a3bf-4b83a90d231e,2026-01-29 00:03:21.066+00,true,Didn't work,"{""badges"":[""Didn't work"",""Wrong result"",""Too slow""],""comment"":""adfasdfasdfasdfasdfa"",""include_context"":false,""contact_me"":false}"
